pH,Hardness (mg/L),Solids (ppm),Chloramines (ppm),Sulfate (mg/L),Conductivity (μS/cm),Organic Carbon (ppm),Trihalomethanes (μg/L),Turbidity (NTU),Potable,Chemicals
3.641629777,183.90872230000002,24752.07246,5.538314132999999,286.059556,456.8600959,9.034066753,73.59465676,3.464353035,No,374.22659364599997
9.267187531,198.6143947,24683.72357,6.110612421,328.0775332,396.87694910000005,16.47196935,30.38331457,4.324004646000001,No,381.04342954099997
5.331940479,194.8740654,16658.8765,7.993829562,316.6751618,335.12039839999994,10.1805138,59.57271371,4.434820258,No,394.42221887200003
7.145771545,238.6899285,28780.34043,6.814028701,385.9756505,332.03270630000003,11.0931634,66.13804475,5.182590704,No,470.02088735099994
9.920691059,202.817483,9973.934059000001,6.882248307,337.3505291,333.19246989999994,23.91760126,71.83362396,4.69070723,No,439.98400262700005
6.953864226,209.638293,10575.18628,4.462707246,315.60659439999995,391.1843151,13.28533392,87.39088898,3.195710328,No,420.74552454599996
10.68296643,173.37549840000003,15758.740619999999,5.570783575,307.3525858,323.8079132,10.09086975,78.47278445,3.9997753819999997,No,401.487023575
8.757257397,200.1914004,21536.22469,4.915101055,317.8829005,404.7177992,13.76832331,47.93087188,3.626135442,No,384.49719674499994
7.809631897999999,100.4576151,12013.55063,5.212314602,247.20082599999998,605.2201244,9.61134874,66.08417364,2.447444464,No,328.108662982
6.652488091,145.01017190000002,19871.78845,4.96106638,288.0521917,545.9749937999999,10.94202426,71.72741406,3.7420904260000003,No,375.68269639999994
9.147197055,211.7141418,11920.610840000001,7.230794769,339.7519188,527.70891,18.27531211,47.63488493,3.794531591,No,412.892910609
10.56074464,181.8933656,21783.65103,6.991259996,340.3903784,456.55640210000007,16.48283537,34.25204908,3.96468635,No,398.11652284599995
8.520806573,238.3351125,28779.65001,8.282808465,381.64932289999996,481.3188027,6.016336609,39.09117136,3.94060453,No,435.03963933399996
4.999413811,190.2870501,24323.8659,7.230164127,324.8930378,405.33048199999996,8.236557503,99.42738492,4.460683932,No,439.78714435000006
3.906078355,233.402835,32144.79993,6.994839617,348.3594482,269.4490512,9.654125599999999,63.74306384,3.902879712,No,428.751477257
6.391353624,213.0178297,20965.47831,5.375559892,327.6505425,369.3381209,13.75810517,17.91572257,3.9237491689999997,No,364.699930132
5.058108869,238.5693804,34873.934519999995,8.983276144,374.43350449999997,669.7250862000001,13.35318143,76.52179975,5.106655774,No,473.291761824
7.261550522,179.8897882,24964.7777,5.837086492999999,349.2692713,501.1827807,17.28771328,50.99300645,3.636364183,No,423.387077523
7.160467231,183.08931,6743.346066,3.8030364239999996,277.5990986,428.0363444,9.79962469,90.03537367,3.8848910439999997,No,381.237133384
5.704764776,116.29932990000002,33223.58153,7.05050316,297.07815350000004,504.378681,9.001820488,48.14703125,4.157533407,No,361.27750839800007
6.217273135,130.9444639,19460.38282,7.092462955,300.131272,556.6537099999999,14.08360835,57.89707471,5.325833446,No,379.204418015
3.514545529,158.73207580000002,23029.66361,6.821679099,286.5228468,307.379142,9.712231911,79.85092857,3.762615331,No,382.90768638000003
3.7225004860000004,163.6397469,37962.167989999994,6.6845702739999995,326.69401789999995,467.5629728999999,14.56726886,50.5779791,3.662837732,No,398.52383613399996
6.455004797000001,176.68397280000002,24468.04839,5.756930038999999,314.7995983,477.58134620000004,16.24550434,57.72972383,2.293431406,No,394.53175650900005
7.316804754,217.522862,31903.399810000003,9.865047503,376.9379723,425.9134002,8.992754272,69.50921982,3.50837265,No,465.304993895
7.408985467000001,204.9617498,9566.12227,6.505923139,311.4526625,504.14599410000005,11.53214401,81.10693773,3.7724209280000003,No,410.597667379
5.976769618,258.95273199999997,27267.981860000004,7.648599331000001,383.6571521,514.1189201000001,12.25679025,82.46979843,2.9946710960000003,No,486.03234011100005
6.395359132,133.8342291,23827.275019999997,5.127746861,266.9084283,573.4002951,9.833874585,95.02660928,4.191217515,No,376.896659026
6.762832522,232.0751766,27159.38435,7.8849906579999995,350.4452927,465.4137746,13.86396488,64.81225738,4.9165791610000005,No,437.006505618
9.918717063999999,199.1812511,21470.278309999998,6.79984141,329.178429,430.5077069,15.96604294,59.29227327,3.3855084439999996,No,411.23658662
10.15544017,300.2924758,12652.36298,6.655126363,398.6477857,487.45913099999996,9.347633986,67.91978869,5.00246726,No,482.57033473900003
8.721726711,206.36968240000002,28608.05208,6.3254424039999995,377.4045382,506.9383527,13.55375101,42.38148394,2.555026904,No,439.665215554
9.02678772,253.2170742,27965.07215,6.588374366,373.55323530000004,588.3196505,16.14573205,59.12445085,2.019042018,No,455.41179256600003
6.953371603,203.1465468,11609.10905,5.495737655,304.2831932,551.1433372,9.387781276,55.95800559,3.651865808,No,375.124717721
6.1408775570000005,197.8760897,26687.874480000002,7.5871964179999996,329.2318529,548.0727613,15.83633021,41.26364788,5.359460295,No,393.91902740800003
7.077874007,220.67053959999998,23873.37821,6.181839616,341.9872341,333.0507859,10.66179894,90.29777033,4.764508265,No,449.128642986
5.488314309,135.80236169999998,21485.1532,8.187415791,280.6032867,441.3311375,14.86026268,88.28734556,5.066786272,No,391.938310731
7.205559175,120.32761529999999,24627.86756,6.202469332000001,289.7686966,418.4332899,13.64314709,63.73373237,3.710053126,No,373.348045392
9.177869866,163.2748283,20868.33122,7.726040434,320.42143219999997,426.9943932,10.2142746,62.43092616,3.108769988,No,400.792673394
4.270716195,166.8377085,24405.25053,7.391510137999999,297.2067392,349.5189104,13.47852645,54.47483954,3.763905903,No,372.551615328
8.52616987,175.61283630000003,11837.12336,7.483708837999999,308.3985155,474.2404823,21.84591625,52.37220111,5.083014142,No,390.10034169799997
8.490571562000001,204.1236484,22989.79639,8.270792937000001,358.847115,435.0008983,17.08424565,62.42163706,3.875556805,No,446.623790647
8.858401531,254.6175187,9624.300462000001,7.954015627,348.40819489999996,344.3033625,7.935467758,78.10854982,5.525726337999999,No,442.40622810499997
6.098156521,189.995846,27776.90105,6.443097878,347.9304004,245.85963199999998,14.63688226,73.42463246,3.9773623639999998,No,442.435012998
8.419970682,185.7189888,13237.9896,3.9982658410000003,308.1426389,463.6472774,17.20956506,48.78311166,3.9624783139999997,No,378.13358146099995
7.875895135,226.2847878,12710.24945,7.303126582999999,346.4032581,445.37414739999997,6.063461912999999,63.12804403,4.238589203,No,422.89789062600005
7.7253329079999995,252.2654912,36477.738110000006,8.386761007999999,426.5435898,339.4113267,17.48584425,60.48388466,3.724836704,No,512.900079718
3.3880906110000004,212.0289445,20230.12558,8.56978153,349.1559987,353.9129274,18.20833967,82.38787399,2.7986009480000003,No,458.32199389
7.183825722999999,261.8507998,14100.968990000001,9.008495194,358.7247021,290.42383839999997,17.14990713,82.0251158,4.597165512,No,466.90822022399993
10.1119767,240.43210019999998,15331.30269,5.392651282,361.9029262,403.0418101,16.13112429,61.11114634,3.425763242,No,444.537848112
6.8774569329999995,136.8792139,27433.587289999996,7.091521514,307.3970883,342.1963466,18.40384583,81.19341217,3.827650072,No,414.08586781400004
8.550875469,231.24878680000003,28918.41995,7.822528491,369.2642227,432.28527,16.26629669,73.14946432,3.772886607,No,466.502512201
10.30847766,217.21974640000002,27653.23518,8.912266341,369.5312064,382.9515048,6.5804015510000005,59.57603991,3.2850770519999997,No,444.59991420200004
7.371085073,207.7168244,24913.83717,9.616330437,362.30017999999995,363.1685384,11.54266178,67.72070438,4.412589537,No,451.179876597
6.506487767,202.2859379,17087.0769,6.2019827670000005,326.6623683,481.77193430000005,16.53518593,46.20574791,3.548775589,No,395.60528490700005
6.643935775,151.8896001,10909.194590000001,3.7496251480000002,240.9367221,437.9090052,15.26474235,64.2039637,3.8129529260000004,No,324.155053298
5.03377399,155.3214775,34971.80748,7.121477447999999,320.115497,500.6373262,18.31249854,63.19330599,3.244948477,No,408.742778978
6.912607562000001,155.74049519999997,17973.17886,4.916302562,275.9082279,439.6480512,18.38071193,55.50746847,2.612248953,No,354.712710862
7.9776359910000005,245.8951304,32170.069160000003,9.635636083,399.58315489999995,473.6624528,11.7283382,23.8170199,3.5521295,No,444.76414908299995
6.078335837000001,197.50191189999998,35957.792180000004,8.130472207999999,379.52770630000003,360.06047739999997,20.09841289,41.86595951,4.201580906,No,449.62255090800005
6.242414483999999,191.9087295,28149.41179,7.1304368,319.3067851,448.2425267,19.37009087,60.93948098,4.508705098,No,406.74679375
6.06335479,160.76731130000002,14775.1456,7.484103647,305.8285533,327.2702387,12.30901596,69.03845387,3.467336915,No,394.660126777
8.129585514,177.8989666,27834.2177,9.006007747,334.4385388,397.0214276,15.93626168,81.39075849999999,3.362537135,No,440.771566727
9.562405944,202.0136426,13041.82914,5.820655208,327.118824,433.3816666999999,14.13906591,63.54899266,3.7627198369999997,No,410.62753777800003
8.167792632000001,200.91375469999997,27141.3629,7.262416639,344.1611343,525.5987875,16.142284,66.23143554,4.289395484,No,433.797270479
6.825467901000001,187.05170969999998,46140.12685,6.137757462000001,352.7021822,373.4272355,12.60638165,58.75220132,3.027449578,No,430.198522632
7.861177701,204.27424109999998,25145.02412,7.923315375,338.2138034,469.4869612,15.99341035,86.16729829,4.157656628,No,448.29782741500003
4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.41333149999997,18.03523754,53.90817735,3.421766849,No,389.792128921
6.207432967999999,192.9370271,13442.603469999998,5.81902294,325.9065618,533.7958508,14.68753934,60.48503329,3.549298841,No,406.89815737000004
9.769251006000001,264.2656543,8471.677381,8.349709767,359.26854260000005,353.19647549999996,15.04708691,52.64545853,4.636556195,No,435.31079780700003
9.63066548,152.8624335,23641.702569999998,6.92570608,333.14831769999995,417.1670729,16.67018392,89.99757422,4.920091158,No,446.74178191999994
7.633570088,199.65299960000002,16312.15497,9.900546897,358.5662821,420.5341718,10.53939227,100.24270600000001,2.927066767,No,479.24892726700006
5.77119905,155.0508931,24909.44401,6.53126127,297.0093194,313.70193430000006,11.704789,85.68830345,4.688959065,No,400.93367312
6.579969329,197.2269809,17657.08418,4.506293474,290.2898943,254.3932756,9.847655276000001,73.74971647,4.575931872,No,378.39355952000005
4.801154368,180.77287080000002,13556.7344,8.977286381,322.062447,587.3950117,12.40136807,62.02818652,4.418638132,No,405.469287971
6.906992172000001,216.78529080000004,19991.23915,7.302351651,340.1060278,356.4591369,9.614106025,61.12264363,2.124759352,No,418.145129106
7.726134807999999,233.9478637,21667.86874,6.313181872,340.27317139999997,472.2589937,14.39986002,36.57803789,3.7206369039999996,No,397.56425118199996
8.927078148,241.875105,22821.254380000002,8.549738274,367.9755579,380.1972,10.85928728,75.85706782,4.601860959,No,463.241651274
6.20801554,153.2211063,17358.79637,8.214938853,328.282029,481.19567350000005,14.27409228,62.71819917,4.334615732,No,413.489259303
6.128425635,141.4924095,9615.832709999999,7.62791913,277.9517037,415.0087369,16.43584291,50.69392671,4.633823862,No,352.70939245
7.308048847999999,274.7049505,14600.539519999998,8.105802882,384.5648525,415.6072778,16.7616247,68.93722695,3.696119712,No,478.3695070319999
8.640886409,201.5687241,26473.71324,6.967094562000001,352.30658569999997,309.98328680000003,17.66508338,68.66492348,5.263101572,No,445.603687122
8.153210075,127.14489180000001,10280.9295,5.8283577939999995,267.6368856,487.9083272,11.94347658,90.61935439,2.905788134,No,376.028074364
8.29372011,206.1604149,35216.385969999996,6.440999766,347.06224069999996,399.48362119999996,16.06566794,79.95451096,3.954715283,No,449.523419366
7.830976343,190.79904409999997,7695.063934999999,4.845205476,292.5158245,507.4454883,15.52665845,85.00950590000001,4.588784657,No,397.89719432600003
4.430281212,139.68575880000003,28862.257169999997,8.961372377,298.3794584,434.78126710000004,17.29929446,63.04250092,4.384565156,No,387.68262615699996
7.240739639,201.1868045,23783.09956,7.75128544,340.98368339999996,579.2203941,13.4863791,62.6502355,3.556297467,No,424.87158344
6.867301322,174.1849764,24112.153469999997,5.529942236,297.6555749,484.12293889999995,11.482687,65.30441362,3.82359504,No,379.972617756
6.129637015,200.2781822,30989.94841,8.830102319,348.8681541,341.3885767,9.300117278,79.55361207,4.6158861810000005,No,446.551985767
7.917049443,278.05632099999997,27192.280560000003,9.220128211,424.7879959,358.78173619999995,15.05431287,56.83960203,3.659484625,No,505.90203901099994
6.511618075,181.8734217,29136.814619999997,7.685775096,345.75163849999996,475.3413507,12.32123216,52.43761714,4.850433708,No,418.19626289599995
5.323815584,232.36857999999998,37625.75268,8.879822934,380.576472,580.8977004,12.29380305,55.31001941,2.880721846,No,457.06011739400003
6.769572869,168.9370725,11067.18115,7.121263609,305.7949503,289.5424601,18.54590296,62.00157128,5.22054027,No,393.46368814899995
5.87797404,141.61528669999998,13652.2932,5.701659125,279.7824004,538.4954044,12.03404227,67.90725801,4.032259504,No,365.42535980499997
6.340027628,225.0281485,45222.506669999995,5.809031562,363.00575510000004,435.50045710000006,11.38593727,80.67031136,3.686001324,No,460.871035292
5.653506135,146.5902323,16462.46009,6.501596205,299.6446114,272.4405583,13.79526446,87.82258511,5.1989855039999995,No,407.76405717499995
6.6260121839999995,112.2994855,25839.8941,7.658746878,312.24704310000004,327.24807860000004,19.40914656,85.78510284,4.194313129,No,425.100039378
7.793833573,176.86648290000002,18344.68036,7.567676884,338.2295973,371.216973,9.039042454,76.28807631,4.172935335,No,431.12439294800004
7.362736502000001,185.692181,16268.44861,5.317019275,316.91864849999996,419.2584481,16.02424609,64.67891377,4.408513182,No,402.938827635
9.320305445,129.8238585,16002.138319999998,4.405034532,271.67056160000004,499.8441671,13.076858900000001,82.8375829,4.205809732,No,371.99003793200006
3.719791644,248.8592673,23590.93213,7.683742221,351.5554822,427.4959312,20.39378167,38.6049369,2.718397734,No,418.23794299099995
9.868877881,214.1662353,15326.85591,3.35159782,297.08417349999996,424.29283080000005,19.18844138,70.0705141,3.355489791,No,389.6947267999999
4.126528715,125.47488349999999,11215.9459,5.366011336000001,261.4447977,445.2414569,18.57592068,86.43365536,4.460200984,No,371.820385076
5.970035657,230.44932930000002,16324.1152,5.293918607,315.18612060000004,327.786642,13.32598708,39.55424883,5.428674072000001,No,373.36027511700007
8.369154353999999,183.5003784,12975.90033,6.600853064,315.9011216,493.46543990000004,12.98710649,87.02941032,3.629749331,No,422.518491474
7.895469246,154.26578030000002,7769.616118999999,7.205262042,258.31287940000004,407.7322172,16.42004096,63.01601758,4.2369473,No,344.95419998200003
7.9474857860000006,269.80940699999996,34440.77343,6.95828321,390.10422289999997,425.62781399999994,13.74926131,56.63581132,3.70085384,No,467.44757874
10.02615916,224.26635770000001,14962.17783,7.428313127999999,336.97294960000005,517.5128415,18.85851888,65.36345158,4.182277582,No,428.6232331880001
6.48819324,225.48190879999999,34864.42789,8.951692285,385.50563539999996,324.5098409,12.6965448,97.11286019,4.592073571,No,504.26673267499996
5.869736755,207.7254552,22244.218240000002,6.59776434,352.563987,465.61648080000003,14.83810023,77.82273707,4.689315048,No,451.82258864000005
5.30414266,160.96835819999998,25299.51156,6.28604311,300.5006892,497.7903905,15.01303033,61.11551322,4.165723664,No,382.91527585999995
7.086168401,189.14537769999998,4304.492483,3.615890517,259.37332180000004,400.9043497,12.99301224,63.90228825,3.416539753,No,339.8845128070001
7.957768344,276.73356889999997,17162.398419999998,7.841541553,397.4319622,514.4217219999999,14.529779300000001,60.55969904,3.450745892,No,480.36298209299997
8.875642277999999,228.9215872,28487.7086,5.31873198,351.96072319999996,474.77251900000005,14.68397047,52.57886002,4.006991558999999,No,424.54228566999996
6.613709117999999,141.12892150000002,25648.5695,7.222971557,295.23689210000003,374.77031580000005,14.03826326,74.2992498,3.5397711110000003,No,390.797376717
7.735705022,137.3181658,16723.97724,7.675826174,282.5398923,595.3292635,18.75613937,63.04277916,2.1486115359999998,No,372.01463700400006
9.925041327999999,238.7133934,10704.60318,6.110019417999999,351.5974227,405.9001841,13.55036657,59.46266898,4.703803488999999,No,430.72047766799994
9.00258311,202.99076530000002,19523.12486,7.244753274,330.3615123,366.4917287,15.68940449,55.69739952,4.904837415,No,408.993069584
5.095766465,273.4084481,26307.29845,10.2198041,380.2014982,513.8775793000001,18.27241832,61.42518695,4.35219347,No,470.11890757
8.594677107999999,263.7645927,23220.120609999998,6.394463065,383.9625918,588.8527329,13.579996,86.19163513,4.754072498999999,No,490.128685995
7.083779061,112.820254,8580.245561,4.210284081,234.8526993,434.7477154,23.39951606,94.1603073,3.887680685,No,356.62280674100003
7.682872497999999,180.70137549999998,12105.72193,5.396716118,296.2388769,469.8356255,15.83176344,61.8020951,3.7786067880000003,No,379.2694515579999
4.443238899,178.95620580000002,25008.53225,4.948814509,298.57667599999996,429.544773,17.72972404,56.34768853,3.268324836,No,377.60290307899993
6.978664262000001,183.2427962,23114.44608,6.500825402,323.1557769,470.0787053,16.08284748,65.99571677,4.766943236,No,411.73516655199995
6.623613566,203.03014130000003,17167.3013,6.049600899,311.72628829999996,410.2432475,15.91450007,65.02122897,2.915165951,No,398.7116182389999
3.664710562,201.09731619999997,28102.75663,5.682035302,330.0235306,291.14844889999995,17.47063098,75.10180148,3.3161576569999998,No,428.277998362
4.814135621,205.21404109999997,17650.40505,8.121080147,350.48793870000003,414.030709,10.99941608,47.40266587,5.190851805,No,417.01110079700004
7.436782609,208.094004,28544.616289999998,6.500052537,339.02389819999996,522.79373,17.11527603,65.31127723,3.7276637189999997,No,427.95050399699994
4.723312573,252.27489500000001,22833.19204,5.922450614,378.56030360000005,411.29502460000003,16.58457144,66.72840154,3.917586695,No,467.79572719400005
9.380658051000001,265.06121609999997,15156.789830000002,4.271544671,333.3344693,503.17061540000003,11.28641004,99.01600307,4.034349047,No,447.90842708100007
7.810144932999999,187.3150477,20418.88993,7.214895724,325.2288808,351.1860809,16.80039961,68.48548029,4.033773709,No,417.729656424
9.406325752999999,216.7621587,27948.58945,6.156110794,355.4730347,347.98307830000005,16.34071505,32.10829248,3.0972779569999997,No,410.07815302399996
6.321259315,207.2577096,8532.139517,5.9878765839999994,286.4892803999999,491.76531320000004,10.54688624,74.502808,4.501457203999999,No,377.5268512239999
6.581878202,272.98274469999996,37169.4444,8.114731015,416.0834805,351.47683939999996,15.12933449,79.2610265,4.201662863999999,No,518.588572505
6.755145902000001,231.2601313,18536.69865,8.757133179,342.5480142,385.1146477,13.88883433,79.30243573,5.1627297489999995,No,444.496417439
9.445129838,145.8054024,13168.52916,9.444471086,310.58337389999997,592.659021,8.606396747,77.57745951,3.875165247,Yes,406.211701243
9.024845037,128.0966912,19859.676480000002,8.016422648999999,300.150377,451.14348099999995,14.77086294,73.77802565,3.9852505060000003,Yes,396.715688239
6.80011909,242.0080815,39143.40333,9.501694588,187.1707144,376.4565931,11.43246635,73.77727503,3.8549398999999998,Yes,281.882150368
7.174135163,203.40893459999998,20401.10246,7.681806287000001,287.0856791,315.5499,14.53351004,74.40561603,3.9398956569999997,Yes,383.706611457
7.657991237,236.9608892,14245.78912,6.289064859,373.1653628,416.6241889,10.46423858,85.85276861,2.437296288,Yes,475.771434849
8.322986672,207.2524622,28049.64628,8.827061282999999,297.8130845,358.7258688,18.70927337,60.91142039,4.0521357280000005,Yes,386.260839543
9.802720782,98.77164353,27357.456739999998,9.218150393,323.1990765,512.4287308,14.16893351,59.45443977,2.7646338810000004,Yes,406.040600173
6.101955231,215.26808959999997,15976.926230000001,8.857160044,308.4826954,417.8435527,13.147279500000002,62.50564153,3.53559633,Yes,392.99277647400004
4.997770601,280.08241069999997,26849.19474,6.130756542,374.2329606,297.61154,15.57157096,70.56027461,3.4046329060000002,Yes,466.49556271200004
4.815766791000001,217.6870932,16392.13507,7.461170473999999,278.7422964,481.4808283,15.517296300000002,77.69337359999999,4.375223811000001,Yes,379.414136774
6.548020557999999,278.5851052,25508.38695,6.749377795,366.871502,497.3217528,16.56316651,79.3236784,3.6118603719999998,Yes,469.507724705
6.618010906,233.66163590000002,19598.86074,4.7010493460000005,432.556385,401.66979060000006,11.76614643,73.19192051,4.4376957489999995,Yes,522.215501286
7.788054732999999,212.69145730000002,29879.06015,6.998961532999999,360.668259,359.5690815,14.82874304,83.85633634,3.3687572169999997,Yes,466.35229991299997
5.191834327,211.09418480000002,14866.10386,7.238691301,323.1092851,388.71657949999997,17.78000011,83.50540623,3.859800939,Yes,431.63338274100005
6.869638941,251.2934475,21728.8213,8.803174745,279.7768565,539.4668769,12.99414,56.40970792,4.726702454,Yes,357.983879165
9.058628424,155.3575571,15737.46894,7.251978855,343.233977,463.38925599999993,17.85447002,83.17518934,3.65213447,Yes,451.515615215
7.291888325,127.5442971,27784.04848,9.754475933,247.3354119,439.64932860000005,17.28504169,59.55632952,5.328712788,Yes,333.931259043
7.2759087739999995,175.2203765,22644.76635,7.886854527000001,293.3098537,373.34569260000006,17.41168255,56.79928677,5.062297798,Yes,375.40767754700005
6.512737124,229.263861,22475.04687,12.58002649,192.0335917,479.50127860000003,9.983462392,66.66857615,4.612963628999999,Yes,281.265656732
7.207886781,175.8702941,35804.292610000004,8.066059052,320.1021726,468.5628288,16.16409127,71.14666068,3.762741072,Yes,415.47898360199997
5.324941856000001,280.08965489999997,35344.65805,13.04380611,180.20674640000001,392.4214958,10.50481955,55.08466785,4.427137926,Yes,258.84003991000003
7.082300649,169.46892730000002,29846.719060000003,5.443386887999999,350.401849,353.03038030000005,18.95953438,30.38909611,3.4855773880000003,Yes,405.19386637800005
10.7618978,81.71089527,25999.95367,8.477393872,318.42724080000005,392.7040818,12.71635014,52.24697244,4.661798516,Yes,391.867957252
6.286806948,258.30005159999996,13777.37619,7.483257697999999,328.68064960000004,563.4347751,16.46083688,73.51665351,4.104863275,Yes,426.141397688
9.794558699,129.8709584,20682.73174,9.390842593,291.9800835,427.1239484,11.85322809,78.71146943,2.9454187380000003,Yes,391.93562361299996
8.210443565,167.1021915,13933.08536,10.42284178,243.4859418,391.0688736,13.74705768,61.05821029,4.97605516,Yes,328.71405154999997
10.35611883,136.3237517,48621.56395,9.158703903,327.922751,365.72029150000003,17.97556384,77.35985434,4.201849441,Yes,432.41687308300004
7.958984292,171.4836247,23625.81389,9.537735147000001,259.9799662,327.623881,16.11711046,107.75404259999999,4.698007916,Yes,393.38885440699994
6.552847474,198.8069397,34006.42073,8.691206175,274.9043512,477.1639068,14.36963009,78.17306259,4.687986155,Yes,376.13825005499996
7.628552722999999,156.79369419999998,26244.03691,8.337610434,255.04319359999997,495.96698610000004,13.63397438,65.60484125,4.182057148,Yes,342.61961966399997
4.79084054,268.7208812,17862.369,4.554573627,377.2411613,608.8468562999999,10.80631311,83.70223599,3.258858945,Yes,476.30428402700005
7.710959938999999,181.9381256,6552.626314,5.389248621,390.596392,516.2840829,17.01078491,58.24173419,4.28894682,Yes,471.23815972099993
8.291299006000001,211.21703430000002,20008.13496,8.767875035,275.7673211,475.9091299,12.6146689,66.61298363,3.424701921,Yes,363.762848665
9.032660579,121.44144150000001,15618.17025,6.157490739,372.9274557,390.65722610000006,15.03031511,63.125617000000005,4.927218272,Yes,457.24087854900006
7.12942473,178.37235230000002,25840.57889,7.487823264,312.9827267,323.29891519999995,16.40615622,69.15760946,3.418610803,Yes,406.034315644
8.075494508,195.8049958,29483.60185,10.49384092,298.7372193,321.7483389,9.751086325,72.73442314,3.682919645,Yes,391.716569685
10.04967372,132.8328367,11557.03204,8.550572662999999,323.508072,442.76804969999995,13.37614863,92.17616984,5.133477823,Yes,437.61096313300004
5.667650647,229.9283665,16953.89874,8.774306102,293.5742499,554.1205362000001,14.25464074,54.43670238,3.6332137560000004,Yes,371.039899122
6.79546901,187.7830201,15300.83867,7.486598423999999,316.95693450000005,498.665928,19.60042881,55.40111272,5.1630881539999995,Yes,399.44507445400006
10.04102797,113.83111219999999,16266.43445,7.939074357999999,363.8668902,557.4860613,13.19534068,75.23322131,3.8075626060000003,Yes,460.2345265480001
7.2960377339999996,235.7351929,36043.70664,5.19621276,377.19066569999995,385.6143207,17.05271326,89.62355084,4.168526118,Yes,489.06314255999996
5.862641233,185.0652199,44069.27216,4.382721317,412.6901114,331.57013870000003,15.30607892,59.60581211,5.50742094,Yes,491.984723747
7.292141805,174.480427,33991.65157,9.511792392,259.1649652,435.10801730000003,16.29361407,81.69010445,4.466912563999999,Yes,366.66047611199997
7.82197094,157.1815455,23318.187980000002,9.08403988,324.8516587,294.63653139999997,17.18676578,72.56837619,3.532958335,Yes,423.69084054999996
11.301794000000001,77.4595861,39227.61946,8.517986143,337.5012466,410.85611389999997,14.32688885,53.12125964,3.309580397,Yes,413.46738123299997
9.161088612999999,119.84190459999999,26618.05964,6.105573328999999,343.28923399999996,379.7251816,10.89992641,54.58073576,4.888061137,Yes,414.8754694989999
7.798453676,188.39494230000003,32704.569289999996,11.07887248,258.1911841,507.17868830000003,18.27243924,85.17766213,4.107267203,Yes,372.72015794999993
5.564342491000001,256.20883,11245.735770000001,7.212253931,329.3383664,369.5555133,15.64005334,51.150344399999994,2.285987849,Yes,403.341018071
7.886591227,213.05259069999997,38852.02964,11.17078862,281.7007768,326.11535019999997,10.38517245,64.6625007,4.589983508,Yes,367.91923857000006
